,seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
129,130,S100FYXR,E03606,83060.0,4010001073486.0,株式会社三菱ＵＦＪフィナンシャル・グループ,,60.0,030002,350.0,,,2019-06-17 09:50,変更報告書（特例対象株券等）,E01790,,,,,,0,0,0,1,1,1,0
130,131,S100FZSA,E32015,,,フォーカス・シキャブ,G13011,30.0,04D001,40.0,,,2019-06-17 09:51,訂正有価証券届出書（外国投資証券）,,,,,S100FDHO,,0,0,0,0,1,0,0
131,132,S100FZR3,E31583,,,ＵＢＳ（Ｌｕｘ）ストラテジー・シキャブ,G13348,30.0,04D001,40.0,,,2019-06-17 09:53,訂正有価証券届出書（外国投資証券）,,,,,S100F0FZ,,0,0,0,0,1,0,0
132,133,S100G05S,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
133,134,S100FYXP,E03606,83060.0,4010001073486.0,株式会社三菱ＵＦＪフィナンシャル・グループ,,60.0,030002,350.0,,,2019-06-17 10:05,変更報告書（特例対象株券等）,E01944,,,,,,0,0,0,1,1,1,0
134,135,S100FYXO,E03606,83060.0,4010001073486.0,株式会社三菱ＵＦＪフィナンシャル・グループ,,60.0,030002,350.0,,,2019-06-17 10:09,変更報告書（特例対象株券等）,E01737,,,,,,0,0,0,1,1,1,0
135,136,S100G064,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
136,137,S100G069,E22559,,3120001136159.0,サントリーホールディングス株式会社,,10.0,113001,90.0,,,2019-06-17 10:13,訂正発行登録書,,,,,S100D76K,,0,0,0,0,1,0,0
137,138,S100G06B,E34621,,,大野　智弘,,60.0,090001,360.0,,,2019-06-17 10:17,訂正報告書（大量保有報告書・変更報告書）,E34507,,,,S100FVWX,,0,0,0,1,1,0,0
138,139,S100FZCJ,E04761,27290.0,6010701007411.0,株式会社ＪＡＬＵＸ,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 10:17,有価証券報告書－第58期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
139,140,S100FZXN,E04761,27290.0,6010701007411.0,株式会社ＪＡＬＵＸ,,15.0,010000,235.0,,,2019-06-17 10:18,内部統制報告書－第58期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
140,141,S100FZXR,E04761,27290.0,6010701007411.0,株式会社ＪＡＬＵＸ,,10.0,042000,135.0,,,2019-06-17 10:19,確認書,,,,,,,0,0,0,0,1,0,0
141,142,S100FZXZ,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
142,143,S100G06H,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
143,144,S100G06C,E22200,,,シティグループ・ファースト・インベストメント・マネジメント・リミテッド,G12455,30.0,07C001,130.0,,,2019-06-17 10:22,訂正有価証券報告書（外国投資信託受益証券）－第1期(平成29年1月26日－平成29年12月31日),,,,,S100DHAX,,0,0,0,0,1,0,0
144,145,S100G06Q,E04761,27290.0,6010701007411.0,株式会社ＪＡＬＵＸ,,10.0,113001,90.0,,,2019-06-17 10:35,訂正発行登録書,,,,,S100E8BG,,0,0,0,0,1,0,0
145,146,S100G06Z,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
146,147,S100FZZD,E34202,,,ゴー・イーティーエフ・ソリューションズ・エルエルピー,,60.0,010002,350.0,,,2019-06-17 10:47,変更報告書,E30877,,,,S100DAHR,,0,0,0,1,1,1,0
147,148,S100FYXM,E03606,83060.0,4010001073486.0,株式会社三菱ＵＦＪフィナンシャル・グループ,,60.0,030002,350.0,,,2019-06-17 10:50,変更報告書（特例対象株券等）,E01542,,,,,,0,0,0,1,1,1,0
148,149,S100G06V,E30664,,,ＵＢＳ（Ｌｕｘ）ストラテジー・エクストラ・シキャブ,G10417,30.0,04D001,40.0,,,2019-06-17 10:53,訂正有価証券届出書（外国投資証券）,,,,,S100FOQW,,0,0,0,0,1,0,0
149,150,S100FYXK,E03606,83060.0,4010001073486.0,株式会社三菱ＵＦＪフィナンシャル・グループ,,60.0,030002,350.0,,,2019-06-17 10:55,変更報告書（特例対象株券等）,E01122,,,,,,0,0,0,1,1,1,0
150,151,S100FYVX,E03672,,7020001011062.0,株式会社神奈川銀行,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 10:56,有価証券報告書－第94期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
151,152,S100FZLG,E26235,,,厳　平志郎,,60.0,010002,350.0,,,2019-06-17 10:57,変更報告書,E05713,,,,,,0,0,0,1,1,0,0
152,153,S100FZ0Y,E03672,,7020001011062.0,株式会社神奈川銀行,,15.0,010000,235.0,,,2019-06-17 10:58,内部統制報告書－第94期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
153,154,S100FYXI,E03606,83060.0,4010001073486.0,株式会社三菱ＵＦＪフィナンシャル・グループ,,60.0,030002,350.0,,,2019-06-17 10:58,変更報告書（特例対象株券等）,E30697,,,,,,0,0,0,1,1,1,0
154,155,S100FZ0A,E03672,,7020001011062.0,株式会社神奈川銀行,,10.0,042000,135.0,,,2019-06-17 10:59,確認書,,,,,,,0,0,0,0,1,0,0
155,156,S100FZFY,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
156,157,S100FZ5H,E00717,94740.0,5290801002046.0,株式会社ゼンリン,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 11:00,有価証券報告書－第59期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
157,158,S100FZEO,E00717,94740.0,5290801002046.0,株式会社ゼンリン,,15.0,010000,235.0,,,2019-06-17 11:01,内部統制報告書－第59期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
158,159,S100FZEL,E00717,94740.0,5290801002046.0,株式会社ゼンリン,,10.0,042000,135.0,,,2019-06-17 11:01,確認書,,,,,,,0,0,0,0,1,0,0
159,160,S100G07K,E34974,,2010001142978.0,株式会社インフォネット,,10.0,024001,40.0,,,2019-06-17 11:04,訂正有価証券届出書（新規公開時）,,,,,S100FU3E,,0,0,0,1,1,0,0
160,161,S100FYXG,E03606,83060.0,4010001073486.0,株式会社三菱ＵＦＪフィナンシャル・グループ,,60.0,030002,350.0,,,2019-06-17 11:09,変更報告書（特例対象株券等）,E24187,,,,,,0,0,0,1,1,1,0
161,162,S100FYXE,E03606,83060.0,4010001073486.0,株式会社三菱ＵＦＪフィナンシャル・グループ,,60.0,030002,350.0,,,2019-06-17 11:13,変更報告書（特例対象株券等）,E00761,,,,,,0,0,0,1,1,1,0
162,163,S100FZY3,E01532,63010.0,1010401010455.0,株式会社小松製作所,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 11:15,有価証券報告書－第150期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
163,164,S100FZPC,E05438,84240.0,3010001028689.0,芙蓉総合リース株式会社,,10.0,113001,90.0,,,2019-06-17 11:16,訂正発行登録書,,,,,S100E2EB,,0,0,0,0,1,0,0
164,165,S100FYXD,E03606,83060.0,4010001073486.0,株式会社三菱ＵＦＪフィナンシャル・グループ,,60.0,030002,350.0,,,2019-06-17 11:17,変更報告書（特例対象株券等）,E00674,,,,,,0,0,0,1,1,1,0
165,166,S100FZZZ,E01532,63010.0,1010401010455.0,株式会社小松製作所,,15.0,010000,235.0,,,2019-06-17 11:18,内部統制報告書－第150期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
166,167,S100FZZU,E01532,63010.0,1010401010455.0,株式会社小松製作所,,10.0,042000,135.0,,,2019-06-17 11:21,確認書,,,,,,,0,0,0,0,1,0,0
167,168,S100FYXC,E03606,83060.0,4010001073486.0,株式会社三菱ＵＦＪフィナンシャル・グループ,,60.0,030002,350.0,,,2019-06-17 11:22,変更報告書（特例対象株券等）,E00552,,,,,,0,0,0,1,1,1,0
168,169,S100FZKJ,E30309,,,ＨＫエレクトリック・インベストメンツ・マネジャー・リミテッド,G10229,30.0,07C000,120.0,2018-01-01,2018-12-31,2019-06-17 11:23,有価証券報告書（外国投資信託受益証券）－第5期(平成30年1月1日－平成30年12月31日),,,,,,,0,0,0,0,1,1,0
169,170,S100G05A,E31387,,,ＵＢＳ　ＥＴＦ・シキャブ,G10907,30.0,04D001,40.0,,,2019-06-17 11:24,訂正有価証券届出書（外国投資証券）,,,,,S100DI6E,,0,0,0,0,1,0,0
170,171,S100FZKA,E30803,,,大石　正德,,60.0,010002,350.0,,,2019-06-17 11:25,変更報告書,E30805,,,,,,0,0,0,1,1,1,0
171,172,S100FYXA,E03606,83060.0,4010001073486.0,株式会社三菱ＵＦＪフィナンシャル・グループ,,60.0,010002,350.0,,,2019-06-17 11:29,変更報告書,E01824,,,,,,0,0,0,1,1,1,0
172,173,S100FYSF,E27912,,,中村　悟,,60.0,010002,350.0,,,2019-06-17 11:33,変更報告書,E30022,,,,,,0,0,0,1,1,0,0
173,174,S100FZ6N,E27913,,,十亀　洋三,,60.0,010002,350.0,,,2019-06-17 11:34,変更報告書,E30022,,,,,,0,0,0,1,1,0,0
174,175,S100FZTL,E02178,72500.0,7200001013874.0,太平洋工業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 11:35,有価証券報告書－第95期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
175,176,S100FZH7,E02178,72500.0,7200001013874.0,太平洋工業株式会社,,10.0,042000,135.0,,,2019-06-17 11:37,確認書,,,,,,,0,0,0,0,1,0,0
176,177,S100G07L,E33667,,,浅見　勝弘,,60.0,010002,350.0,,,2019-06-17 11:37,変更報告書,E33553,,,,S100BVWM,,0,0,0,1,1,0,0
177,178,S100FZKB,E31277,,3010401056026.0,ユナイテッド・マネージャーズ・ジャパン株式会社,,60.0,010002,350.0,,,2019-06-17 11:45,変更報告書,E01663,,,,,,0,0,0,1,1,0,0
178,179,S100G022,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
179,180,S100G07T,E02760,99320.0,9120001044397.0,杉本商事株式会社,,10.0,030001,130.0,,,2019-06-17 11:48,訂正有価証券報告書－第94期(平成30年4月1日－平成31年3月31日),,,,,S100FZ3G,,0,0,0,1,1,1,0
180,181,S100G07X,E02760,99320.0,9120001044397.0,杉本商事株式会社,,10.0,042001,136.0,,,2019-06-17 11:49,訂正確認書,,,,,S100FZ3N,,0,2,0,0,1,0,0
181,182,S100G08T,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
182,183,S100G095,E02178,72500.0,7200001013874.0,太平洋工業株式会社,,15.0,010000,235.0,,,2019-06-17 11:50,内部統制報告書－第95期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
183,184,S100FZYQ,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
184,185,S100FYK4,E25830,,,クレディ・アグリコル・コーポレート・アンド・インベストメント・バンク,,10.0,150003,100.0,,,2019-06-17 12:00,発行登録追補書類,,,,,S100DYNY,,0,0,0,0,1,1,0
185,186,S100G094,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
186,187,S100G09M,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
187,188,S100G09U,E04218,90390.0,6120101002720.0,株式会社サカイ引越センター,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 12:44,有価証券報告書－第42期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
188,189,S100FZJ3,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
189,190,S100G0A7,E04218,90390.0,6120101002720.0,株式会社サカイ引越センター,,15.0,010000,235.0,,,2019-06-17 12:53,内部統制報告書－第42期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
190,191,S100G07Z,E05678,38440.0,3010701015193.0,コムチュア株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 12:55,有価証券報告書－第35期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
191,192,S100G0AC,E04218,90390.0,6120101002720.0,株式会社サカイ引越センター,,10.0,042000,135.0,,,2019-06-17 12:56,確認書,,,,,,,0,0,0,0,1,0,0
192,193,S100G04K,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
193,194,S100G01B,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
194,195,S100G01L,E06676,,8010001034154.0,ＴＣＳホールディングス株式会社,,60.0,090001,360.0,,,2019-06-17 13:03,訂正報告書（大量保有報告書・変更報告書）,E04953,,,,S100FZPB,,0,0,0,1,1,1,0
195,196,S100G0AF,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
196,197,S100G0AJ,E05678,38440.0,3010701015193.0,コムチュア株式会社,,10.0,042000,135.0,,,2019-06-17 13:04,確認書,,,,,,,0,0,0,0,1,0,0
197,198,S100FWU3,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
198,199,S100G06T,E32585,,,貫　啓二,,60.0,090001,360.0,,,2019-06-17 13:12,訂正報告書（大量保有報告書・変更報告書）,E32592,,,,S100EBUS,,0,0,0,1,1,0,0
199,200,S100G075,E32585,,,貫　啓二,,60.0,090001,360.0,,,2019-06-17 13:13,訂正報告書（大量保有報告書・変更報告書）,E32592,,,,S100FYUN,,0,0,0,1,1,0,0
200,201,S100G0AH,E15773,,9010001096796.0,日本バリュー・インベスターズ株式会社,,60.0,030002,350.0,,,2019-06-17 13:14,変更報告書（特例対象株券等）,E03407,,,,S1002VK0,,0,0,0,1,1,1,0
201,202,S100G0AQ,E05678,38440.0,3010701015193.0,コムチュア株式会社,,15.0,010000,235.0,,,2019-06-17 13:24,内部統制報告書－第35期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
202,203,S100G07B,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
203,204,S100G0A4,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
204,205,S100G0B8,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
205,206,S100FZPS,E05065,17380.0,1180001013107.0,株式会社ニットー,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 13:40,有価証券報告書－第46期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
206,207,S100FZPV,E05065,17380.0,1180001013107.0,株式会社ニットー,,15.0,010000,235.0,,,2019-06-17 13:42,内部統制報告書－第46期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
207,208,S100FZPT,E05065,17380.0,1180001013107.0,株式会社ニットー,,10.0,042000,135.0,,,2019-06-17 13:43,確認書,,,,,,,0,0,0,0,1,0,0
208,209,S100FZPW,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
209,210,S100FZW6,E05037,47260.0,7011101033773.0,ソフトバンク・テクノロジー株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 14:01,有価証券報告書－第31期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
210,211,S100FZWR,E05037,47260.0,7011101033773.0,ソフトバンク・テクノロジー株式会社,,15.0,010000,235.0,,,2019-06-17 14:02,内部統制報告書－第31期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
211,212,S100FZWM,E05037,47260.0,7011101033773.0,ソフトバンク・テクノロジー株式会社,,10.0,042000,135.0,,,2019-06-17 14:02,確認書,,,,,,,0,0,0,0,1,0,0
212,213,S100G0B9,E09810,,,オービス・インベストメント・マネジメント・（ガーンジー）・リミテッド,,60.0,030002,350.0,,,2019-06-17 14:05,変更報告書（特例対象株券等）,E02194,,,,S100DQEQ,,0,0,0,1,1,1,0
213,214,S100G0AR,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
214,215,S100G02J,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
215,216,S100G0C7,E34991,,5010001200626.0,住友生命第１回劣後ローン流動化株式会社,G13462,30.0,052001,40.0,,,2019-06-17 14:10,訂正有価証券届出書（内国資産流動化証券）,,,,,S100FWOQ,,0,0,0,0,1,0,0
216,217,S100G0C0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
217,218,S100FZJC,E00448,42290.0,7070001006735.0,群栄化学工業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 14:20,有価証券報告書－第102期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
218,219,S100FZMG,E00448,42290.0,7070001006735.0,群栄化学工業株式会社,,10.0,042000,135.0,,,2019-06-17 14:24,確認書,,,,,,,0,0,0,0,1,0,0
219,220,S100FZMS,E00448,42290.0,7070001006735.0,群栄化学工業株式会社,,15.0,010000,235.0,,,2019-06-17 14:26,内部統制報告書－第102期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
220,221,S100G0DG,E32523,,,舟橋　孝之,,60.0,010002,350.0,,,2019-06-17 14:54,変更報告書,E32495,,,,S10089T7,,0,0,0,1,1,1,0
221,222,S100G0DU,E32524,,,川端　久美子,,60.0,010002,350.0,,,2019-06-17 15:00,変更報告書,E32495,,,,S10089TG,,0,0,0,1,1,0,0
222,223,S100G0CQ,E34499,,9010001059407.0,株式会社ヤシマキザイ,,10.0,024001,40.0,,,2019-06-17 15:00,訂正有価証券届出書（新規公開時）,,,,,S100FUE2,,0,0,0,1,1,0,0
223,224,S100FZW1,E22509,77750.0,7120001083307.0,大研医器株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 15:00,有価証券報告書－第51期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
224,225,S100FZYV,E22509,77750.0,7120001083307.0,大研医器株式会社,,15.0,010000,235.0,,,2019-06-17 15:01,内部統制報告書－第51期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
225,226,S100FZYR,E22509,77750.0,7120001083307.0,大研医器株式会社,,10.0,042000,135.0,,,2019-06-17 15:02,確認書,,,,,,,0,0,0,0,1,0,0
226,227,S100FZM4,E01967,68610.0,4120001051530.0,株式会社キーエンス,,10.0,030000,120.0,2018-03-21,2019-03-20,2019-06-17 15:03,有価証券報告書－第50期(平成30年3月21日－平成31年3月20日),,,,,,,0,0,0,1,1,1,0
227,228,S100FZN0,E01967,68610.0,4120001051530.0,株式会社キーエンス,,10.0,042000,135.0,,,2019-06-17 15:04,確認書,,,,,,,0,0,0,0,1,0,0
228,229,S100FZMQ,E01967,68610.0,4120001051530.0,株式会社キーエンス,,15.0,010000,235.0,,,2019-06-17 15:05,内部統制報告書－第50期(平成30年3月21日－平成31年3月20日),,,,,,,0,0,0,1,1,0,0
229,230,S100G0D3,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
230,231,S100FZQ5,E27639,,,菅　裕明,,60.0,010002,350.0,,,2019-06-17 15:11,変更報告書,E27486,,,,,,0,0,0,1,1,0,0
231,232,S100G0EB,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
232,233,S100G0C5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
233,234,S100G0C6,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
234,235,S100G0DS,E09037,,2010401050707.0,株式会社ウィズ・パートナーズ,,60.0,090001,360.0,,,2019-06-17 15:23,訂正報告書（大量保有報告書・変更報告書）,E05728,,,,S100FYP4,,0,0,0,1,1,0,0
235,236,S100G02G,E03521,30990.0,3011101060499.0,株式会社三越伊勢丹ホールディングス,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 15:29,有価証券報告書－第11期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
236,237,S100G02L,E03521,30990.0,3011101060499.0,株式会社三越伊勢丹ホールディングス,,10.0,042000,135.0,,,2019-06-17 15:30,確認書,,,,,,,0,0,0,0,1,0,0
237,238,S100G02O,E03521,30990.0,3011101060499.0,株式会社三越伊勢丹ホールディングス,,15.0,010000,235.0,,,2019-06-17 15:31,内部統制報告書－第11期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
238,239,S100FZ3C,E00984,45680.0,1010001095640.0,第一三共株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 15:32,有価証券報告書－第14期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
239,240,S100FX9V,E32802,,,松村　幸治,,60.0,010002,350.0,,,2019-06-17 15:33,変更報告書,E32811,,,,,,0,0,0,1,1,1,0
240,241,S100FZ4T,E00984,45680.0,1010001095640.0,第一三共株式会社,,15.0,010000,235.0,,,2019-06-17 15:34,内部統制報告書－第14期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
241,242,S100FZ4V,E00984,45680.0,1010001095640.0,第一三共株式会社,,10.0,042000,135.0,,,2019-06-17 15:35,確認書,,,,,,,0,0,0,0,1,0,0
242,243,S100G02Q,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
243,244,S100G0EN,E33958,,2010001185795.0,ティー・ロウ・プライス・ジャパン株式会社,,60.0,030002,350.0,,,2019-06-17 15:36,変更報告書（特例対象株券等）,E00024,,,,S100DYTN,,0,0,0,1,1,1,0
244,245,S100G0BH,E01951,66520.0,6120001053789.0,ＩＤＥＣ株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-17 15:36,有価証券報告書－第72期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
245,246,S100G02T,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
246,247,S100G0BQ,E01951,66520.0,6120001053789.0,ＩＤＥＣ株式会社,,15.0,010000,235.0,,,2019-06-17 15:37,内部統制報告書－第72期(平成30年4月1日－令和31年3月31日),,,,,,,0,0,0,1,1,0,0
247,248,S100G0BM,E01951,66520.0,6120001053789.0,ＩＤＥＣ株式会社,,10.0,042000,135.0,,,2019-06-17 15:40,確認書,,,,,,,0,0,0,0,1,0,0
248,249,S100G0CH,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
249,250,S100G0CJ,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
250,251,S100FZ9M,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
251,252,S100G0G4,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
252,253,S100G0CO,E02181,69850.0,1010401030214.0,株式会社ユーシン,,10.0,030001,130.0,,,2019-06-17 16:02,訂正有価証券報告書－第114期(平成26年12月1日－平成27年11月30日),,,,,S10071XN,,0,0,0,1,1,0,0
253,254,S100G0CS,E02181,69850.0,1010401030214.0,株式会社ユーシン,,15.0,010001,236.0,,,2019-06-17 16:03,訂正内部統制報告書－第114期(平成26年12月1日－平成27年11月30日),,,,,S10071YR,,0,0,0,1,1,0,0
254,255,S100FZIM,E27540,,,下村　博,,60.0,020002,350.0,,,2019-06-17 16:03,変更報告書（短期大量譲渡）,E01970,,,,,,0,0,0,1,1,0,0
255,256,S100FZ75,E27236,,9010403007715.0,株式会社南青山不動産,,60.0,010002,350.0,,,2019-06-17 16:04,変更報告書,E01947,,,,S100EC4F,,0,0,0,1,1,1,0
256,257,S100G0G6,E02181,69850.0,1010401030214.0,株式会社ユーシン,,10.0,042100,135.0,,,2019-06-17 16:05,確認書,,,,,S100G0CO,,0,0,0,0,1,0,0
257,258,S100G0CU,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
258,259,S100G0E7,E34691,,5010403013287.0,アルファレオホールディングス合同会社,,60.0,010002,350.0,,,2019-06-17 16:07,変更報告書,E04288,,,,,,0,0,0,1,1,0,0
259,260,S100G0G8,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
